"","bill","introduced","title","area","sponsor.party","cosponsors.r","cosponsors.d","cosponsors.i","status"
"3539","SRES51","2017-02-06","A resolution recognizing the contributions of Federal employees and pledging to oppose efforts to reduce Federal workforce pay and benefits, eliminate civil service employment protections, undermine collective bargaining, and increase the use of non-Federal contractors for inherently governmental activities.","government operations and politics","D",0,14,0,"Introduced"
"3554","SRES604","2018-08-01","A resolution to authorize document production by the Select Committee on Intelligence in United States v. Mariia Butina (D.D.C.).","congress","R",0,1,0,"Passed senate"
"3556","SRES509","2018-05-15","A resolution providing for members on the part of the Senate of the Joint Committee on Printing and the Joint Committee of Congress on the Library.","congress","R",0,0,0,"Passed senate"
"3557","SRES515","2018-05-17","A resolution honoring the 70th anniversary of the reactivation in 1948 of the 3d Infantry Regiment of the United States Army.","armed forces and national security","R",0,0,0,"Passed senate"
"3558","SRES510","2018-05-15","Expressing support for the designation of May as ""National Bladder Cancer Awareness Month"".","health","D",1,0,0,"Passed senate"
"3560","SRES518","2018-05-21","Reaffirming support for increased media diversity, expressing support for the recognition of the month of May as ""Media Diversity Month"", and encouraging appreciation, awareness, and support for small, independent, diverse, and local media entities.","science, technology, communications","R",0,0,0,"Introduced"
"3561","SRES52","2017-02-06","An original resolution authorizing expenditures by the Committee on Finance.","congress","R",0,0,0,"Introduced"
"3562","SRES508","2018-05-15","A resolution supporting the goals of Myalgic Encephalomyelitis/Chronic Fatigue Syndrome International Awareness Day.","health","D",2,7,1,"Introduced"
"3573","SRES96","2017-03-23","A resolution designating March 25, 2018, as ""National Cerebral Palsy Awareness Day"".","health","D",1,1,0,"Passed senate"
"3576","SRES516","2018-05-17","A resolution designating the week of May 1 through May 7, 2018, as ""National Physical Education and Sport Week"".","sports and recreation","D",1,0,0,"Passed senate"
"3578","SRES514","2018-05-16","A resolution congratulating the students, parents, teachers, and leaders of charter schools across the United States for making ongoing contributions to education, and supporting the ideals and goals of the 18th annual National Charter Schools Week, to be held May 1 through May 5, 2017.","education","R",19,5,0,"Passed senate"
"3603","SRES522","2018-05-24","Expressing support for designation of the week of September 23 through September 29, 2018, as ""Gold Star Families Remembrance Week"".","armed forces and national security","R",2,3,0,"Passed senate"
"3609","SRES520","2018-05-23","A resolution recognizing and commending the contributions of Li Ka-shing in global business leadership and philanthropy upon his retirement from a 78-year professional career.","commerce","R",0,1,0,"Introduced"
"3611","SRES523","2018-05-24","A resolution encouraging companies to apply privacy protections included in the General Data Protection Regulation of the European Union to citizens of the United States.","science, technology, communications","D",0,2,1,"Introduced"
"3615","SRES211","2017-06-29","Condemning the violence and persecution in Chechnya.","international affairs","R",13,32,1,"Passed senate"
"3662","SRES521","2018-05-23","A resolution condemning the horrific attack in Santa Fe, Texas, and expressing support and prayers for all of those impacted by the tragedy.","crime and law enforcement","R",50,47,2,"Passed senate"
"3762","SRES489","2018-04-26","A resolution supporting the goals and ideals of World Malaria Day.","international affairs","R",2,3,0,"Passed senate"
"3768","SRES528","2018-05-24","A resolution designating the week of May 21 through May 27, 2017, as ""National Public Works Week"".","transportation and public works","R",5,7,1,"Passed senate"
"3782","SRES526","2018-05-24","Expressing the sense of the Congress in support of protecting patients' access to medically appropriate, evidence-based healthcare and information, and the ethical and professional obligations of healthcare professionals to provide that care and information.","health","D",0,6,0,"Introduced"
"3789","SRES548","2018-06-14","Expressing the sense of the House of Representatives that high-performance buildings improve the quality of life for millions of individuals, produce a more resilient and sustainable world for current and future generations, reduce operating costs, and improve the productivity, comfort, and health of occupants, and expressing support for designating the week of June 11 through June 15, 2018, as ""High-Performance Building Week"".","energy","D",2,1,0,"Introduced"
"3793","SRES524","2018-05-24","Supporting the goals and ideals of ""National Gun Violence Awareness Day"" and ""National Gun Violence Awareness Month"".","crime and law enforcement","D",0,16,0,"Introduced"
"3810","SRES527","2018-05-24","A resolution congratulating the people of Georgia on the 100th anniversary of its declaration of independence as a democratic republic and reaffirming the strength of the relationship between the United States and Georgia.","international affairs","R",5,2,0,"Introduced"
"3818","SRES539","2018-06-11","A resolution urging the President to strengthen efforts of the United States to combat religious freedom violations in Eurasia, especially the use of torture or cruel, inhuman, or degrading treatment or punishment, prolonged detention without charges, causing the disappearance of persons by the abduction or clandestine detention of those persons, and other flagrant denial of the right to life, liberty, or the security of persons.","international affairs","R",6,1,0,"Introduced"
"3826","SRES92","2017-03-23","A resolution expressing concern over the disappearance of David Sneddon, and for other purposes.","international affairs","R",7,1,0,"Passed senate"
"3835","SRES532","2018-06-05","A resolution designating the week of June 5 through June 11, 2017, as ""Hemp History Week"".","agriculture and food","D",2,1,0,"Passed senate"
"3839","SRES531","2018-05-24","Expressing support for designation of May 2017 as ""National Brain Tumor Awareness Month"".","health","R",1,2,0,"Passed senate"
"3843","SRES156","2017-05-04","A resolution recognizing National Foster Care Month as an opportunity to raise awareness about the challenges of children in the foster-care system, and encouraging Congress to implement policy to improve the lives of children in the foster-care system.","families","R",5,14,1,"Passed senate"
"3864","SRES275","2017-09-28","Congratulating Northeastern Illinois University on the sesquicentennial of the University.","education","D",0,1,0,"Passed senate"
"3866","SRES536","2018-06-06","A resolution to authorize document production by the Select Committee on Intelligence.","congress","R",0,1,0,"Passed senate"
"3868","SRES550","2018-06-18","Congratulating the Golden State Warriors for their dominant back-to-back championship victory in the 2018 National Basketball Association Finals.","sports and recreation","D",0,1,0,"Passed senate"
"3870","SRES569","2018-07-09","Recognizing the importance of public park and recreation facilities and activities and expressing support for the designation of the month of July as ""Park and Recreation Month"".","public lands and natural resources","D",0,8,0,"Introduced"
"3879","SRES538","2018-06-07","A resolution commending the Wesleyan University Men's Lacrosse Team for winning the 2018 National Collegiate Athletic Association Division III Men's Lacrosse Championship.","sports and recreation","D",0,1,0,"Passed senate"
"3881","SRES501","2018-05-07","Recognizing threats to freedom of the press and expression around the world and reaffirming freedom of the press as a priority in efforts of the Government of the United States to promote democracy and good governance.","international affairs","D",1,2,0,"Passed senate"
"3885","SRES697","2018-11-15","A resolution designating November 2018 as ""National College Application Month"".","education","D",1,0,0,"Passed senate"
"3887","SRES541","2018-06-12","A resolution expressing the sense of the Senate that any United States-Saudi Arabia civilian nuclear cooperation agreement must prohibit the Kingdom of Saudi Arabia from enriching uranium or separating plutonium on its own territory, in keeping with the strongest possible nonproliferation ""gold standard"".","international affairs","D",1,1,0,"Introduced"
"3890","SRES559","2018-06-28","Supporting African American's Music Education.","arts, culture, religion","D",0,7,0,"Introduced"
"3898","SRES540","2018-06-12","Expressing support for the designation of July as ""American Grown Flower Month"".","agriculture and food","D",1,1,0,"Introduced"
"3901","SRES545","2018-06-12","A resolution honoring the memory of the victims of the terrorist attack on the Pulse Orlando nightclub one year ago.","crime and law enforcement","D",7,25,0,"Passed senate"
"3934","SRES435","2018-03-14","Expressing the sense of the House of Representatives that the 85th anniversary of the Ukrainian Famine of 1932-1933, known as the Holodomor, should serve as a reminder of repressive Soviet policies against the people of Ukraine.","international affairs","R",7,13,0,"Passed senate"
"3955","SRES544","2018-06-12","A resolution celebrating June 11, 2018, as the 20th anniversary of the establishment of the United States Coral Reef Task Force.","public lands and natural resources","D",1,4,0,"Passed senate"
"3961","SRES543","2018-06-12","A resolution congratulating the Florida State University Seminoles softball team for winning the 2018 National Collegiate Athletic Association Women's College World Series.","sports and recreation","R",0,1,0,"Passed senate"
"3963","SRES558","2018-06-28","Expressing support for the designation of July 30, 2018, as ""National Whistleblower Appreciation Day"".","government operations and politics","R",5,6,0,"Passed senate"
"3975","SRES313","2017-10-30","Supporting the goals and ideals of National Veterans Small Business Week.","commerce","D",1,0,0,"Passed senate"
"3977","SRES553","2018-06-20","A resolution designating June 20, 2017, as ""American Eagle Day"" and celebrating the recovery and restoration of the bald eagle, the national symbol of the United States.","animals","R",3,5,0,"Passed senate"
"3986","SRES562","2018-06-28","A resolution expressing the sense of the Senate that the Treaty on the Non-Proliferation of Nuclear Weapons (NPT) continues to make an invaluable contribution to United States and international security, 50 years after it opened for signature on July 1, 1968.","international affairs","D",1,9,0,"Introduced"
"3997","SRES552","2018-06-20","A resolution commemorating June 20, 2018, as ""World Refugee Day"".","international affairs","D",0,19,0,"Introduced"
"4017","SRES55","2017-02-07","Recognizing February 26, 2017, as the 100th anniversary of the establishment of Denali National Park and Preserve in the State of Alaska.","public lands and natural resources","R",1,1,0,"Passed senate"
"4020","SRES555","2018-06-20","A resolution recognizing the freedom of Muslims of the United States to exercise their religion and participate in the civil systems of their country.","civil rights and liberties, minority issues","D",1,0,0,"Passed senate"
"4022","SRES551","2018-06-19","Expressing support for the designation of the week of June 18 through June 22, 2018, as National GI Bill Commemoration Week.","armed forces and national security","D",3,2,0,"Passed senate"
"4028","SRES556","2018-06-25","A resolution reaffirming the commitment of the United States to hold the Ortega regime accountable for acts of violence and human rights abuses perpetrated against the Nicaraguan people.","international affairs","R",4,5,0,"Introduced"
"4038","SRES596","2018-07-26","Recognizing the 29th anniversary of the Tribal Canoe Journey of the Tribal Nations of the Pacific Northwest and congratulating the Puyallup Tribe of Indians for hosting the 2018 Power Paddle to Puyallup.","native americans","D",0,2,0,"Passed senate"
"4041","SRES582","2018-07-19","A resolution protecting American democracy.","international affairs","I",0,2,0,"Introduced"
"4044","SRES570","2018-07-10","A resolution emphasizing the importance of meeting NATO spending commitments.","international affairs","R",4,0,0,"Introduced"
"4049","SRES563","2018-06-28","A resolution recognizing June 2017 as ""LGBTQ Pride Month"".","civil rights and liberties, minority issues","D",0,45,2,"Introduced"
"4097","SRES592","2018-07-25","A resolution designating October 9, 2018, as ""National Ada Lovelace Day"" and honoring the life and legacy of Ada Lovelace, the first computer programmer.","science, technology, communications","D",1,0,0,"Passed senate"
"4099","SRES542","2018-06-12","Congratulating the Washington Capitals for winning the 2018 Stanley Cup hockey championship.","sports and recreation","D",0,3,0,"Passed senate"
"4103","SRES566","2018-06-28","A resolution expressing the sense of the Senate that the President of the United States must immediately establish an interagency Office for Locating and Reuniting Children with Parents in order to protect separated children from suffering additional trauma resulting from the ""Zero Tolerance"" policy.","immigration","D",0,6,0,"Introduced"
"4110","SRES567","2018-06-28","A resolution celebrating the 40th anniversary of the American Homebrewers Association.","commerce","D",2,2,0,"Passed senate"
"4115","SRES591","2018-07-24","National Defense Authorization Act for Fiscal Year 2018","armed forces and national security","R",10,13,0,"Passed senate"
"4139","SRES564","2018-06-28","A resolution expressing the sense of the Senate that President Donald Trump should hold the Government of the Russian Federation accountable for its interference in the 2016 United States election and ensure that the United States is prepared to counter future attempts at election interference.","international affairs","R",0,1,0,"Introduced"
"4141","SRES577","2018-07-18","A resolution strongly recommending that the United States renegotiate the return of the Iraqi Jewish Archive to Iraq.","international affairs","R",2,2,0,"Introduced"
"4146","SRES565","2018-06-28","A resolution honoring the 40th anniversary of Naval Submarine Base Kings Bay in Kings Bay, Georgia.","armed forces and national security","R",1,0,0,"Passed senate"
"4148","SRES585","2018-07-19","A resolution commemorating the 50th anniversary of the commissioning of the USS John F. Kennedy.","armed forces and national security","D",1,2,0,"Introduced"
"4152","SRES560","2018-06-28","A resolution designating the month of June 2018 as ""Immigrant Heritage Month"".","immigration","R",0,0,0,"Introduced"
"4153","SRES571","2018-07-10","Condemning the ongoing illegal occupation of Crimea by the Russian Federation.","international affairs","D",4,8,0,"Introduced"
"4166","SRES573","2018-07-12","A resolution expressing the sense of the Senate that climate change is real and that the National Science Foundation should engage on the communication of sound climate change science to the public.","environmental protection","D",0,16,1,"Introduced"
"4184","SRES59","2017-02-10","Expressing support for designation of February 12, 2017, as ""Darwin Day"" and recognizing the importance of science in the betterment of humanity.","science, technology, communications","D",0,2,0,"Introduced"
"4187","SRES619","2018-08-27","Expressing the profound sorrow of the House of Representatives on the death of the Honorable John Sidney McCain, III, a Senator from the State of Arizona.","congress","R",49,47,2,"Passed senate"
"4286","SRES250","2017-09-07","Condemning horrific acts of violence against Burma's Rohingya population and calling on Aung San Suu Kyi to play an active role in ending this humanitarian tragedy.","international affairs","D",4,20,1,"Introduced"
"4312","SRES575","2018-07-12","A resolution honoring the memory of the 5 victims of the attack at the Capital Gazette in Annapolis, Maryland, on June 28, 2018.","crime and law enforcement","D",51,46,2,"Passed senate"
"4412","SRES576","2018-07-18","A resolution designating September 4, 2018, as ""National Polycystic Kidney Disease Awareness Day"", and raising awareness and understanding of polycystic kidney disease.","health","R",0,1,0,"Passed senate"
"4414","SRES568","2018-06-28","A resolution designating June 2017 as ""Great Outdoors Month"".","sports and recreation","R",3,5,0,"Passed senate"
"4423","SRES432","2018-03-12","A resolution congratulating the Baltic states of Estonia, Latvia, and Lithuania on the 100th anniversary of their declarations of independence.","international affairs","R",8,10,0,"Passed senate"
"4442","SRES612","2018-08-22","A resolution designating September 2017 as ""National Child Awareness Month"" to promote awareness of charities that benefit children and youth-serving organizations throughout the United States and recognizing the efforts made by those charities and organizations on behalf of children and youth as critical contributions to the future of the United States.","families","D",4,3,0,"Passed senate"
"4450","SRES588","2018-07-24","A resolution expressing the sense of the Senate regarding the need for transparency regarding meetings between President Donald J. Trump and Russian President Vladimir Putin.","international affairs","D",0,0,0,"Introduced"
"4451","SRES581","2018-07-19","A resolution authorizing the Senate Legal Counsel to represent the Senate in Texas v. United States, No. 4:18-cv-00167-O (N.D. Tex.).","congress","D",0,46,2,"Introduced"
"4500","SRES578","2018-07-18","A resolution honoring the men and women of the Drug Enforcement Administration on the 45th anniversary of the agency.","crime and law enforcement","R",0,1,0,"Passed senate"
"4502","SRES583","2018-07-19","Commending the Department of Justice for its investigation into the interference by the Russian Federation in the 2016 United States Presidential election, and maintaining that the Russian Federation must be held accountable for its actions.","international affairs","R",0,1,0,"Introduced"
"4504","SRES587","2018-07-23","A resolution commemorating July 2018 as ""Liu Xiaobo Victims of Communism Month"".","international affairs","R",0,0,0,"Introduced"
"4505","SRES67","2017-02-17","A resolution expressing support for health and wellness coaches and for the designation of February 13, 2017, through February 19, 2017, as ""National Health and Wellness Coach Recognition Week"".","health","D",0,0,0,"Passed senate"
"4506","SRES601","2018-08-01","A resolution condemning the decision by President Donald Trump and the White House to ban members of the media from White House events for asking critical questions of the President, and affirming the importance of a free and unfettered press in our democracy.","government operations and politics","D",0,9,0,"Introduced"
"4516","SRES60","2017-02-13","A resolution designating May 5, 2018 as the ""National Day of Awareness for Missing and Murdered Native Women and Girls"".","crime and law enforcement","R",7,5,0,"Passed senate"
"4529","SRES615","2018-08-22","A resolution honoring the life and legacy of Aretha Franklin and the contributions of Aretha Franklin to music, civil rights, and the City of Detroit.","arts, culture, religion","D",4,30,1,"Passed senate"
"4565","SRES356","2017-12-11","A resolution expressing the sense of the Senate that Members of Congress should substitute teach at least 1 day per year in a public school to gain firsthand knowledge on how to address the prevailing challenges facing educators and how to remove obstacles to learning for students.","congress","R",0,1,0,"Passed senate"
"4567","SRES590","2018-07-24","A resolution recognizing the 171st anniversary of the arrival of pioneers belonging to The Church of Jesus Christ of Latter-day Saints to the Great Salt Lake Valley in Utah, and the contributions of the Church and its members to the United States and the world.","arts, culture, religion","R",5,1,0,"Passed senate"
"4574","SRES595","2018-07-26","A resolution designating July 26, 2017, as ""United States Intelligence Professionals Day"".","armed forces and national security","D",8,5,1,"Passed senate"
"4589","SRES627","2018-09-12","A resolution designating September 2017 as ""National Spinal Cord Injury Awareness Month"".","health","R",0,1,0,"Passed senate"
"4591","SRES597","2018-07-30","Urging the release of information regarding the September 11, 2001, terrorist attacks upon the United States.","armed forces and national security","D",0,4,0,"Introduced"
"4596","SRES620","2018-08-28","A resolution congratulating the National Academy of Inventors on the milestone of achieving 200 member institutions.","commerce","D",1,0,0,"Passed senate"
"4598","SRES584","2018-07-19","A resolution expressing the sense of the Senate against the making available of current and former diplomats, officials, and members of the Armed Forces of the United States for questioning by the government of Vladimir Putin.","international affairs","D",0,13,0,"Passed senate"
"4612","SRES617","2018-08-23","A resolution recognizing The American Legion for 100 years of service to veterans and members of the Armed Forces in the United States and their families.","armed forces and national security","D",0,1,0,"Passed senate"
"4614","SRES598","2018-07-30","Calling upon the United States Senate to give its advice and consent to the ratification of the United Nations Convention on the Law of the Sea.","international affairs","D",1,0,0,"Introduced"
"4616","SRES517","2018-05-21","A resolution designating May 2017 as ""Older Americans Month"".","social welfare","R",4,8,0,"Passed senate"
"4629","SRES21","2017-01-24","An original resolution authorizing expenditures by the Committee on the Judiciary.","congress","R",0,0,0,"Introduced"
"4630","SRES600","2018-07-31","Recognizing July 28, 2018, as ""World Hepatitis Day"".","health","D",0,1,0,"Introduced"
"4632","SRES616","2018-08-23","A resolution urging the Government of Kenya to respect human rights, protect democratic space for civil society, and promote transparent and accountable democratic governance.","international affairs","D",1,2,0,"Introduced"
"4636","SRES213","2017-06-29","A resolution honoring the memory of Dallas Police Department Senior Corporal Lorne Ahrens, Sergeant Michael Smith, Officer Michael Krol, Officer Patrick Zamarripa, and Dallas Area Rapid Transit Police Officer Brent Thompson, who were killed during the attack in Dallas, Texas, that occurred 1 year ago, on July 7, 2016.","crime and law enforcement","R",2,0,0,"Passed senate"
"4639","SRES641","2018-09-18","A resolution marking 1 year since the landfall of Hurricane Maria in Puerto Rico and the United States Virgin Islands.","emergency management","D",1,13,1,"Introduced"
"4655","SRES607","2018-08-16","A resolution reaffirming the vital and indispensable role the free press serves.","science, technology, communications","D",0,3,0,"Passed senate"
"4659","SRES557","2018-06-27","A resolution expressing the sense of the Senate regarding the strategic importance of NATO to the collective security of the transatlantic region and urging its member states to work together at the upcoming summit to strengthen the alliance.","international affairs","R",4,4,0,"Introduced"
"4668","SRES681","2018-10-11","A resolution designating the week beginning October 15, 2017, as ""National Character Counts Week"".","education","R",2,2,0,"Passed senate"
"4673","SRES498","2018-04-26","A resolution celebrating April 30 through May 6, 2017, as ""National Small Business Week"" and commending the entrepreneurial spirit of small businesses owners in the United States.","commerce","R",8,7,0,"Passed senate"
"4689","SRES606","2018-08-15","Condemning violence against children globally, and encouraging the development of a strategy for preventing, addressing, and ending violence against children and youth globally.","international affairs","R",5,8,0,"Introduced"
"4703","SRES546","2018-06-13","A resolution recognizing the significance of May 2017 as Asian/Pacific American Heritage Month and as an important time to celebrate the significant contributions of Asian Americans and Pacific Islanders to the history of the United States.","civil rights and liberties, minority issues","D",2,19,0,"Introduced"
"4725","SRES61","2017-02-15","Calling on the Department of Defense, other appropriate elements of the Federal Government, and foreign governments to resolutely continue efforts to investigate, recover, and identify all United States personnel designated as unaccounted-for from past wars and conflicts around the world.","armed forces and national security","R",7,5,1,"Introduced"
"4739","SRES635","2018-09-18","A resolution calling for the immediate release of unjustly imprisoned Myanmar journalists Wa Lone and Kyaw Soe Oo, and expressing concern over the overall deterioration in freedom of the press in Myanmar.","international affairs","D",4,6,0,"Introduced"
"4750","SRES6","2017-01-04","A resolution objecting to United Nations Security Council Resolution 2334 and to all efforts that undermine direct negotiations between Israel and the Palestinians for a secure and peaceful settlement.","international affairs","R",47,30,1,"Introduced"
"4829","SRES611","2018-08-21","Opposing the targeted harassment of U.S. Immigration and Customs Enforcement officers and employees and reaffirming the fundamental principle that public safety services should be provided without discrimination.","immigration","R",2,0,0,"Introduced"
"4832","SRES608","2018-08-16","A resolution designating August 16, 2017, as ""National Airborne Day"".","armed forces and national security","R",13,7,1,"Passed senate"
"4854","SRES614","2018-08-22","A resolution honoring the life and legacy of Coya Knutson.","congress","D",0,1,0,"Introduced"
"4856","SRES549","2018-06-14","A resolution designating June 15, 2017, as ""World Elder Abuse Awareness Day"".","crime and law enforcement","D",4,3,0,"Introduced"
"4864","SRES613","2018-08-22","A resolution requesting a report on the observance of and respect for human rights and fundamental freedom in Saudi Arabia.","international affairs","D",0,6,1,"Introduced"
"4872","SRES663","2018-10-01","A resolution recognizing the 40th anniversary of the first delivery of the Sikorsky UH-60 Black Hawk helicopter to the Army.","armed forces and national security","D",0,3,0,"Introduced"
"4876","SRES628","2018-09-12","A resolution to authorize document production by the Select Committee on Intelligence in United States v. Paul J. Manafort, Jr. (D.D.C.).","congress","R",0,1,0,"Passed senate"
"4878","SRES618","2018-08-23","A resolution commemorating the 50th anniversary of the commissioning of the USS John F. Kennedy.","armed forces and national security","D",1,2,0,"Passed senate"
"4882","SRES621","2018-09-04","Congratulating the Honolulu Little League Baseball team of Hawaii on winning the 2018 Little League Baseball World Series Championship.","sports and recreation","D",0,1,0,"Passed senate"
"4884","SRES626","2018-09-12","Expressing support for designation of the month of September as ""National Voting Rights Month"".","government operations and politics","D",0,18,1,"Introduced"
"4904","SRES682","2018-10-11","A resolution designating October 30, 2017, as a national day of remembrance for nuclear weapons program workers.","armed forces and national security","R",9,7,0,"Passed senate"
"4921","SRES629","2018-09-17","Expressing the sense of the House of Representatives with respect to enhanced relations with the Republic of Moldova and support for Moldova's territorial integrity.","international affairs","D",4,1,0,"Introduced"
"4927","SRES56","2017-02-07","A resolution expressing the sense of the Senate that the United States should remain a global leader in welcoming and providing refuge to refugees and asylum seekers and that no person should be banned from entering the United States because of their nationality, race, ethnicity, religion, sexual orientation, gender identity, or gender.","immigration","D",0,29,1,"Introduced"
"4958","SRES671","2018-10-10","Expressing support for the designation of September 29 as National Urban Wildlife Refuge Day.","public lands and natural resources","R",0,1,0,"Passed senate"
"4960","SRES385","2018-01-29","A resolution supporting the observation of ""National Trafficking and Modern Slavery Prevention Month"" during the period beginning on January 1, 2018, and ending on February 1, 2018, to raise awareness of, and opposition to, human trafficking and modern slavery.","crime and law enforcement","D",5,7,0,"Passed senate"
"4973","SRES58","2017-02-10","Congratulating the New England Patriots on their victory in Super Bowl LI.","sports and recreation","D",1,6,1,"Passed senate"
"4982","SRES35","2017-02-01","A resolution expressing profound concern about the ongoing political, economic, social and humanitarian crisis in Venezuela, urging the release of political prisoners, and calling for respect of constitutional and democratic processes, including free and fair elections.","international affairs","D",5,4,0,"Passed senate"
"4992","SRES293","2017-10-18","A resolution commemorating the 150th anniversary of Morgan State University.","education","D",0,1,0,"Passed senate"
"4994","SRES386","2018-01-30","A resolution urging the Government of the Democratic Republic of the Congo to fulfill its agreement to hold credible elections, comply with constitutional limits on presidential terms, and fulfill its constitutional mandate for a democratic transition of power by taking concrete and measurable steps towards holding elections not later than December 2018 as outlined in the existing election calendar, and allowing for freedom of expression and association.","international affairs","R",1,6,0,"Passed senate"
"5002","SRES339","2017-11-16","A resolution designating November 2018 as ""National Runaway Prevention Month"".","families","D",2,3,0,"Passed senate"
"5008","SRES95","2017-03-23","A resolution designating March 22, 2018, as ""National Rehabilitation Counselors Appreciation Day"".","health","D",1,0,0,"Passed senate"
"5010","SRES32","2017-02-01","An original resolution authorizing expenditures by the Committee on Small Business and Entrepreneurship.","congress","R",0,0,0,"Introduced"
"5011","SRES474","2018-04-18","A resolution relative to the death of the Honorable John Melcher, Senator from the State of Montana.","congress","D",51,46,2,"Passed senate"
"5111","SRES677","2018-10-11","A resolution congratulating the Seattle Storm women's basketball team on winning the 2018 Women's National Basketball Association championship.","sports and recreation","D",0,1,0,"Introduced"
"5113","SRES403","2018-02-12","A resolution designating February 2017 as ""American Heart Month"" and February 3, 2017, as ""National Wear Red Day"".","health","D",4,12,0,"Passed senate"
"5130","SRES153","2017-05-03","Expressing the sense of the House of Representatives that public servants should be commended for their dedication and continued service to the United States during Public Service Recognition Week, the week of May 6 through 12, 2018.","government operations and politics","D",2,16,2,"Passed senate"
"5151","SRES31","2017-02-01","An original resolution authorizing the expenditures by the Special Committee on Aging.","congress","R",0,0,0,"Introduced"
"5152","SRES367","2018-01-04","Condemning the Government of Iran for its violence against demonstrators and calling for peaceful resolution to the concerns of the citizens of Iran.","international affairs","R",14,1,0,"Introduced"
"5168","SRES513","2018-05-16","Recognizing National Foster Care Month as an opportunity to raise awareness about the challenges of children in the foster care system, and encouraging Congress to implement policy to improve the lives of children in the foster care system.","families","R",8,7,1,"Passed senate"
"5185","SRES46","2017-02-03","An original resolution authorizing expenditures by the Committee on the Budget.","congress","R",0,0,0,"Introduced"
"5186","SRES366","2017-12-21","Honoring the accomplishments of the 9 historically Black colleges and universities that celebrated their sesquicentennial the week of September 24, 2017.","education","D",2,4,0,"Introduced"
"5193","SRES47","2017-02-03","Supporting the contributions of Catholic schools.","education","D",2,0,0,"Passed senate"
"5196","SRES364","2017-12-21","A resolution congratulating the University of Central Missouri women's soccer team for winning the National Collegiate Athletic Association Division II Women's Soccer Championship at Swope Soccer Village in Kansas City, Missouri.","sports and recreation","D",1,0,0,"Passed senate"
"5198","SRES519","2018-05-22","A resolution to authorize testimony and representation in Colorado v. Willenberg.","congress","R",0,1,0,"Passed senate"
"5200","SRES8","2017-01-05","A resolution to constitute the minority party's membership on certain committees for the One Hundred Fifteenth Congress, or until their successors are chosen.","congress","D",0,0,0,"Passed senate"
"5201","SRES610","2018-08-21","Urging the release of information regarding the September 11, 2001, terrorist attacks upon the United States.","armed forces and national security","D",3,6,1,"Passed senate"
"5212","SRES512","2018-05-16","A resolution designating the week of May 13 through May 19, 2018, as ""National Police Week"".","crime and law enforcement","R",42,33,1,"Passed senate"
"5289","SRES91","2017-03-21","Supporting the goals and ideals of Social Work Month and World Social Work Day.","social welfare","D",0,0,0,"Introduced"
"5290","SRES54","2017-02-07","A resolution expressing the unwavering commitment of the United States to the North Atlantic Treaty Organization.","international affairs","D",4,6,0,"Introduced"
"5301","SRES688","2018-11-15","Expressing support for designation of the week of September 11 through 15, 2017, as ""National Family Service Learning Week"".","families","R",4,5,0,"Passed senate"
"5311","SRES110","2017-04-04","Shutdown Accountability Resolution","congress","D",1,0,0,"Introduced"
"5313","SRES633","2018-09-18","Expressing the sense of the House of Representatives that Congress should take all appropriate measures to ensure that the United States Postal Service remains an independent establishment of the Federal Government and is not subject to privatization.","government operations and politics","D",5,44,2,"Introduced"
"5365","SRES417","2018-02-28","A resolution congratulating the Minnesotans who competed on Team USA at the 2018 Olympic Winter Games in PyeongChang, South Korea.","sports and recreation","D",0,1,0,"Introduced"
"5367","SRES151","2017-05-03","A resolution commending the Northwest Missouri State University Bearcats on their National Collegiate Athletic Association Division II national championship victories.","sports and recreation","R",0,1,0,"Passed senate"
"5369","SRES622","2018-09-06","Supporting renaming NATO Headquarters after the late United States Senator John Sidney McCain III.","international affairs","R",7,8,0,"Introduced"
"5385","SRES4","2017-01-03","A resolution to constitute the majority party's membership on certain committees for the One Hundred Fifteenth Congress, or until their successors are chosen.","congress","R",0,0,0,"Introduced"
"5386","SRES29","2017-01-30","A resolution recognizing January 28, 2017, as ""National Data Privacy Day"".","civil rights and liberties, minority issues","R",0,0,0,"Introduced"
"5387","SRES632","2018-09-18","Designating September 2018 as ""National Workforce Development Month"" and recognizing the necessity of investing in workforce development to support workers and to help employers succeed in a global economy.","labor and employment","D",8,17,0,"Passed senate"
"5413","SRES335","2017-11-16","A resolution designating the week of November 19 through November 25, 2017, during which the holiday of Thanksgiving is observed, as ""National Family Week"".","families","D",1,0,0,"Introduced"
"5415","SRES316","2017-10-31","A resolution recognizing National Native American Heritage Month and celebrating the heritages and cultures of Native Americans and the contributions of Native Americans to the United States.","native americans","R",8,12,1,"Passed senate"
"5437","SRES642","2018-09-18","A resolution designating the week of September 16 through September 23, 2017, as ""National Estuaries Week"".","environmental protection","D",3,22,1,"Passed senate"
"5464","SRES650","2018-09-25","A resolution recognizing the 1-year anniversary of Hurricane Harvey.","emergency management","R",3,0,0,"Passed senate"
"5468","SRES375","2018-01-18","A resolution congratulating the University of Alabama Crimson Tide football team for winning the 2018 National Collegiate Athletic Association College Football Playoff National Championship.","sports and recreation","R",0,1,0,"Passed senate"
"5470","SRES327","2017-11-09","A resolution designating the week of November 5 through 12, 2017, as ""National Carbon Monoxide Poisoning Awareness Week"".","health","D",1,0,0,"Passed senate"
"5472","SRES723","2018-12-11","Congratulating the American College of Emergency Physicians on its 50th anniversary.","health","D",1,0,0,"Passed senate"
